Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y
Zwemmen,Koninklijke Amsterdamse Zwemvereniging 1870 (Kon. AZ 1870),www.konaz.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,40531455,ja,"4,95762875","52,31527429"
Zwemmen,Zwemschool Spetter,www.zwemschoolspetter.nl,De Werf,Klinkerweg 79,1033PK,Amsterdam,Noord,,34331456,,"4,89485268","52,40728871"
Zwemmen,Oerbron,www.oerbron.nl,Doelgroepenbad De Mirandabad,De Mirandalaan 9,1079PA,Amsterdam,Zuid,,,,"4,90227468","52,33873416"
Zwemmen,R&A,www.ra-sports.nl,Doelgroepenbad De Mirandabad,De Mirandalaan 9,1079PA,Amsterdam,Zuid,,73168122,,"4,90227468","52,33873416"
Zwemmen,Swim in Balance,www.swiminbalance.nl,Doelgroepenbad De Mirandabad,De Mirandalaan 9,1079PA,Amsterdam,Zuid,,62669478,,"4,90227468","52,33873416"
Zwemmen,Zwemmaatjes,www.zwemmaatjes.com,Doelgroepenbad De Mirandabad,De Mirandalaan 9,1079PA,Amsterdam,Zuid,,,,"4,90227468","52,33873416"
Zwemmen,Kids Actief Aqua,kidsaktief.nl/sport-en-bewegen/aqua-zwemles,Friendship Sports Centre,Beemsterstraat 652,1027ED,Amsterdam,Noord,,65731654,,"4,95984695","52,40025203"
Zwemmen,Zwemschool Spetter,www.zwemschoolspetter.nl,Friendship Sports Centre,Beemsterstraat 652,1027ED,Amsterdam,Noord,,34331456,,"4,95984695","52,40025203"
Zwemmen,A.S.Z.V. SPONS,www.aszvspons.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40539401,,"4,87847974","52,3779916"
Zwemmen,D.O.K.,www.zwemvereniging-dok.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40531731,,"4,87847974","52,3779916"
Zwemmen,Upstream Amsterdam,www.upstreamamsterdam.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40539117,,"4,87847974","52,3779916"
Zwemmen,Amstel Ice Swim,www.amsteliceswim.nl,Jeugdland Amsterdam,Valentijnkade 131,1095KH,Amsterdam,Oost,,63649055,,"4,95573736","52,35901971"
Zwemmen,Amsterdamse Reddings Brigade (A.R.B.),www.amsterdamsereddingsbrigade.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40531538,,"4,91872836","52,39826964"
Zwemmen,Het Y,www.het-y.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40531843,ja,"4,91872836","52,39826964"
Zwemmen,Koninklijke Amsterdamse Zwemvereniging 1870 (Kon. AZ 1870),www.konaz.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40531455,,"4,91872836","52,39826964"
Zwemmen,Upstream Amsterdam,www.upstreamamsterdam.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40539117,,"4,91872836","52,39826964"
Zwemmen,Watervrienden Amsterdam,www.watervriendenamsterdam.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40532054,,"4,91872836","52,39826964"
Zwemmen,Zwemvereniging 'De Waterlelie',www.zvdewaterlelie.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40537779,,"4,91872836","52,39826964"
Zwemmen,Zwemvereniging Berlage,www.zvberlage.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40534180,,"4,91872836","52,39826964"
Zwemmen,Zwemvereniging Noord Amsterdam (Z.N.A.),www.zwemvereniging-zna.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40534180,,"4,91872836","52,39826964"
Zwemmen,Poel's Up,www.poelsup.nl,Poel's Up,Laan Nieuwer-Amstel 1B,1182JR,Amstelveen,Buiten Amsterdam,,,,"4,8445218","52,3018019"
Zwemmen,Tijgertje,www.tijgertje.nl,Readegebouw,Overtoom 283,1054HW,Amsterdam,West,,40539506,,"4,86684929","52,36037903"
Zwemmen,Oerbron,www.oerbron.nl,Revalidatiecentrum Reade ,Overtoom 283,1054HW,Amsterdam,West,,,,"4,86684929","52,36037903"
Zwemmen,Zwemm,www.zwemm.nl,Revalidatiecentrum Reade ,Overtoom 283,1054HW,Amsterdam,West,,,,"4,86684929","52,36037903"
Zwemmen,Zwemschool Pardoes,www.zwemschoolpardoes.nl,Revalidatiecentrum Reade ,Overtoom 283,1054HW,Amsterdam,West,,,,"4,86684929","52,36037903"
Zwemmen,Amsterdamse Reddings Brigade (A.R.B.),www.amsterdamsereddingsbrigade.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40531538,,"4,81712029","52,37001857"
Zwemmen,D.J.K./ZAR,www.djk-zar.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40534703,,"4,81712029","52,37001857"
Zwemmen,De Dolfijn ,www.dedolfijn.com,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40532114,ja,"4,81712029","52,37001857"
Zwemmen,Gay Swim Amsterdam,www.gayswimamsterdam.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40539419,,"4,81712029","52,37001857"
Zwemmen,Koninklijke Amsterdamse Zwemvereniging 1870 (Kon. AZ 1870),www.konaz.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40531455,,"4,81712029","52,37001857"
Zwemmen,Upstream Amsterdam,www.upstreamamsterdam.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40539117,,"4,81712029","52,37001857"
Zwemmen,Zwemmaatjes,www.zwemmaatjes.com,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,,,"4,81712029","52,37001857"
Zwemmen,Zwemschool Zwaantjes de,www.zwemschooldezwaantjes.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,34248565,,"4,81712029","52,37001857"
Zwemmen,A.S.Z.V. SPONS,www.aszvspons.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,40539401,,"4,92848672","52,35664337"
Zwemmen,Het Y,www.het-y.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,40531843,ja,"4,92848672","52,35664337"
Zwemmen,Watervrienden Amsterdam,www.watervriendenamsterdam.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,40532054,,"4,92848672","52,35664337"
Zwemmen,Zwemmaatjes,www.zwemmaatjes.com,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,,,"4,92848672","52,35664337"
Zwemmen,Zwemschool Zwaantjes de,www.zwemschooldezwaantjes.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,34248565,,"4,92848672","52,35664337"
Zwemmen,Sportfondsenbad Oost,www.sportfondsenbadamsterdamoost.nl/,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,33115530,,"4,92848672","52,35664337"
Zwemmen,De Waterwolf,www.zvdewaterwolf.nl,Sportplaza De Sporthoeve,Snelliuslaan 1,1171CZ,Badhoevedorp,Buiten Amsterdam,,,,"4,7747698","52,34306669"
Zwemmen,D.J.K./ZAR,www.djk-zar.nl,Sportplaza Mercator,Jan van Galenstraat 315,1056CB,Amsterdam,West,,40534703,,"4,84609938","52,37174539"
Zwemmen,Watervrienden Amsterdam,www.watervriendenamsterdam.nl,Sportplaza Mercator,Jan van Galenstraat 315,1056CB,Amsterdam,West,,40532054,,"4,84609938","52,37174539"
Zwemmen,Zwemschool Robbedoes,www.zwemschoolrobbedoes.nl,Sportplaza Mercator,Jan van Galenstraat 315,1056CB,Amsterdam,West,,63670623,,"4,84609938","52,37174539"
Zwemmen,Amsterdamse Reddings Brigade (A.R.B.),www.amsterdamsereddingsbrigade.nl,Zuiderbad,Hobbemastraat 26,1071ZC,Amsterdam,Zuid,,40531538,,"4,88602646","52,35867321"
Zwemmen,Watervrienden Amsterdam,www.watervriendenamsterdam.nl,Zuiderbad,Hobbemastraat 26,1071ZC,Amsterdam,Zuid,,40532054,,"4,88602646","52,35867321"
Zwemmen,Zwemschool Het Kikkertje,het-kikkertje.nl,Zuiderbad,Hobbemastraat 26,1071ZC,Amsterdam,Zuid,,34331048,,"4,88602646","52,35867321"
Zwemmen,De Meeuwen,www.demeeuwen.nl,Zwembad & Sportcentrum Wethouder Duran,Ouderkerkerlaan 10,1112BE,Diemen,Buiten Amsterdam,,40531574,,"4,95880523","52,33599411"
Zwemmen,De Breekers,www.zvdebreekers.nl,Zwembad de Breek,Sportlaan 13,1121CA,Landsmeer,Buiten Amsterdam,,40530689,,"4,91103728","52,43127034"
Zwemmen,De Futen,www.defuten.nl,Zwembad De Meerkamp,Van der Hooplaan 239,1185LN,Amstelveen,Buiten Amsterdam,,40530060,,"4,85262535","52,28842768"
